"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","core_gene_count","comparison"
"mmu04519","Cadherin signaling",183,0.395923137722812,1.45557436733155,0.00758296409783401,0.0319845536947101,0.0223088552405913,2726,"tags=38%, list=26%, signal=29%","75723/16666/18035/16665/22417/19094/223917/16687/18033/13649/16661/21414/20266/56332/208846/12554/17295/19697/57265/22422/353499/21678/29857/22409/17912/11461/109620/16671/22629/97064/208117/232906/50523/12388/12387/14367/71602/68473/14107/21872/54630/13506/17913/328572/21676/217353/16475/14083/26397/94179/16480/22330/211652/14368/19229/229658/330177/16669/109711/65970/16150/170758/216643/18772/17356/20776/59079/74117/13511/19877","Positive NES",70,"STm vs NT"
"mmu04920","Adipocytokine signaling pathway",46,0.539616484343092,1.65689496342028,0.00778384051892257,0.0324162472243737,0.0226099564706878,1021,"tags=20%, list=10%, signal=18%","21926/18035/94180/18037/21938/18033/19079/22030/19697","Positive NES",9,"STm vs NT"
"mmu05330","Allograft rejection",10,0.754375917999707,1.69183309047762,0.00795261181813728,0.0327051161020896,0.0228114391625517,605,"tags=30%, list=6%, signal=28%","21926/14102/15015","Positive NES",3,"STm vs NT"
"mmu04932","Non-alcoholic fatty liver disease",128,0.421173292713621,1.50377017395463,0.00851820181314582,0.0341766877624997,0.0238378433281873,1290,"tags=11%, list=12%, signal=10%","16175/21926/18770/19094/12125/18033/14102/12122/19079/22030/13666/19697/16476/29857","Positive NES",14,"STm vs NT"
"mmu05163","Human cytomegalovirus infection",154,0.406634737532606,1.48274830604266,0.00843383760236303,0.0341766877624997,0.0238378433281873,1947,"tags=27%, list=18%, signal=23%","20303/21926/18035/20312/19225/19094/18018/213498/18033/213233/14102/13649/18752/22033/15015/12122/20304/22030/16177/19697/19219/72512/16410/20779/11909/11515/29857/14706/12913/16155/21356/22059/14710/14677/12928/12575/12387/14707/20683/74769/75547/12370","Positive NES",42,"STm vs NT"
"mmu04930","Type II diabetes mellitus",26,0.607953084313586,1.67599018799567,0.00874736263904538,0.0346732808222401,0.0241842112277983,156,"tags=15%, list=1%, signal=15%","21926/12703/12286/18770","Positive NES",4,"STm vs NT"
"mmu00270","Cysteine and methionine metabolism",36,-0.451577957808484,-1.57320955491591,0.0092588070461792,0.0362636609308685,0.0252934829081086,2829,"tags=53%, list=27%, signal=39%","236539/269378/17449/14719/14630/66902/52637/238505/70266/104923/14718/108645/14629/67870/13433/20603/20810/12036/257635","Negative NES",19,"STm vs NT"
"mmu04672","Intestinal immune network for IgA production",10,0.74375071528463,1.66800402976997,0.0101156810232731,0.0391536359606687,0.0273092069730468,966,"tags=40%, list=9%, signal=36%","18703/16168/50723/20300","Positive NES",4,"STm vs NT"
"mmu05165","Human papillomavirus infection",214,0.380618527652799,1.41913997158095,0.0115268842277592,0.0440970338480556,0.0307571696652571,1459,"tags=16%, list=14%, signal=14%","16774/21926/56489/16420/16398/19225/16362/22417/17857/21825/72930/16419/22031/15976/17858/18033/14102/13649/16780/15015/21414/16782/19697/57265/19219/22422/14924/16410/22409/18128/103806/56458/106759/12913","Positive NES",34,"STm vs NT"
"mmu04722","Neurotrophin signaling pathway",93,0.456273476617481,1.57267300753373,0.0126676551576364,0.0479041212283031,0.033412568957831,1873,"tags=25%, list=18%, signal=21%","18035/18037/14388/19094/192656/73086/108960/18033/234779/23939/56484/12323/19697/18753/16476/215449/29857/22059/65020/12928/26406/17164/74769","Positive NES",23,"STm vs NT"
"mmu01210","2-Oxocarboxylic acid metabolism",23,-0.548955403123548,-1.75596440469589,0.0130681963865458,0.0488572342178815,0.0340773542137199,3044,"tags=57%, list=29%, signal=40%","269951/235339/68263/14719/18293/15926/67834/11428/14718/12040/109652/12036/13171","Negative NES",13,"STm vs NT"
"mmu04210","Apoptosis",106,0.452983668388836,1.58645148068543,0.0133004348587675,0.0491667760509494,0.0342932560521739,1566,"tags=25%, list=15%, signal=21%","21926/22035/18035/12364/170770/229445/12125/11796/18033/14102/11783/12122/328417/22030/13666/19697/58801/12633/16476/69601/13032/11797/19249/16905/11461/22059","Positive NES",26,"STm vs NT"
